timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve
05 01 2025 16:00,15.25,5.75,97.95
05 01 2025 16:20,174.36,5.39,64.83
05 01 2025 16:40,75.54,14.13,3450.0
05 01 2025 16:50,-5.0,4.35,11.71
05 01 2025 17:00,94.95,6.16,149.21
05 01 2025 17:10,711.3,8.63,845.78
05 01 2025 17:20,-3.12,2.05,0.0
05 01 2025 17:30,-5.0,5.15,47.24
05 01 2025 17:40,-5.0,2.07,0.0
05 01 2025 17:50,47.63,1.48,0.0
05 01 2025 18:00,41.2,3.96,4.24
05 01 2025 18:10,235.88,6.2,154.99
05 01 2025 18:20,1176.83,9.79,1483.87
05 01 2025 18:30,100.11,5.92,117.86
05 01 2025 18:40,-5.0,5.28,56.26
05 01 2025 18:50,51.57,8.16,648.58
05 01 2025 19:00,1292.73,12.82,3450.0
05 01 2025 19:10,27.31,3.92,3.63
05 01 2025 19:20,313.74,6.86,271.16
05 01 2025 19:30,115.26,1.87,0.0
05 01 2025 19:40,2369.55,11.39,2799.67
05 01 2025 19:50,241.05,6.68,234.96
05 01 2025 20:00,-5.0,3.52,0.68
05 01 2025 20:10,-5.0,5.47,71.39
05 01 2025 20:30,263.62,6.58,217.92
05 01 2025 20:40,98.13,5.0,37.96
05 01 2025 20:50,655.02,8.22,672.56
05 01 2025 21:10,1072.73,9.32,1194.79
05 01 2025 21:20,-5.0,1.21,0.0
05 01 2025 21:30,112.16,5.85,109.42
05 01 2025 21:50,997.48,9.26,1162.31
05 01 2025 22:00,698.12,8.94,991.66
05 01 2025 22:10,500.96,7.82,528.44
05 01 2025 22:20,1354.32,10.27,1816.07
05 01 2025 22:30,126.53,5.31,58.55
05 01 2025 22:40,2951.58,11.64,3055.75
05 01 2025 22:50,38.29,2.29,0.0
05 01 2025 23:00,15.47,4.16,7.39
05 01 2025 23:10,-5.0,2.03,0.0
05 01 2025 23:30,237.19,7.07,318.75
05 01 2025 23:40,1030.0,9.18,1116.2
05 01 2025 23:50,39.08,5.87,111.7
06 01 2025 00:00,-5.0,4.61,19.71
06 01 2025 00:10,-5.0,4.38,12.44
06 01 2025 00:20,574.74,8.14,643.4
06 01 2025 00:30,87.7,6.21,157.03
06 01 2025 00:40,2580.74,14.5,3450.0
06 01 2025 00:50,466.3,7.82,528.63
06 01 2025 01:00,733.98,8.69,871.86
06 01 2025 01:10,-5.0,2.15,0.0
06 01 2025 01:20,2899.46,15.41,3450.0
06 01 2025 01:30,118.03,5.43,68.2
06 01 2025 01:40,2853.56,16.26,3450.0
06 01 2025 01:50,-5.0,5.47,71.15
06 01 2025 02:00,1983.35,10.6,2080.98
06 01 2025 02:10,-5.0,0.74,0.0
06 01 2025 02:20,133.07,5.95,121.02
06 01 2025 02:40,49.98,4.79,27.23
06 01 2025 02:50,23.09,4.35,11.73
06 01 2025 03:00,154.16,5.18,48.71
06 01 2025 03:10,34.56,5.12,44.9
06 01 2025 03:40,454.33,7.61,463.22
06 01 2025 03:50,7.73,4.14,6.96
06 01 2025 04:00,108.51,5.85,110.11
06 01 2025 04:10,-5.0,3.85,2.86
06 01 2025 04:20,-5.0,4.67,22.23
06 01 2025 04:30,1369.91,10.03,1640.84
06 01 2025 04:40,46.32,0.06,0.0
06 01 2025 04:50,90.58,12.77,3450.0
06 01 2025 05:00,64.94,5.44,68.97
06 01 2025 05:30,106.0,5.81,104.58
06 01 2025 05:40,3047.85,13.19,3450.0
06 01 2025 05:50,230.54,6.82,263.06
06 01 2025 06:00,3256.61,13.43,3450.0
06 01 2025 06:10,165.02,6.31,170.99
06 01 2025 06:20,113.28,1.89,0.0
06 01 2025 06:30,-5.0,5.64,87.3
06 01 2025 06:40,249.45,6.67,234.41
06 01 2025 06:50,2891.56,12.41,3450.0
06 01 2025 07:00,311.65,10.61,2083.9
06 01 2025 07:10,85.1,1.99,0.0
06 01 2025 07:30,240.93,6.81,262.5
06 01 2025 07:40,2138.01,11.54,2951.96
06 01 2025 08:20,1584.25,10.25,1802.11
06 01 2025 08:30,-5.0,2.94,0.0
06 01 2025 08:40,1010.57,8.98,1011.35
06 01 2025 09:10,2601.3,13.1,3450.0
06 01 2025 09:20,845.17,9.22,1140.52
06 01 2025 09:30,2348.19,11.99,3435.82
06 01 2025 09:50,1868.0,10.56,2041.43
06 01 2025 10:00,312.7,7.14,335.67
06 01 2025 10:10,20.74,5.79,102.34
06 01 2025 10:20,-5.0,4.59,19.03
06 01 2025 10:40,37.05,3.55,0.81
06 01 2025 10:50,-5.0,4.08,5.95
06 01 2025 11:00,2004.04,10.7,2158.36
06 01 2025 11:10,83.65,5.39,64.55
06 01 2025 11:20,1567.94,10.05,1655.31
06 01 2025 11:30,1630.67,10.02,1635.58
06 01 2025 11:40,272.27,7.19,348.18
06 01 2025 12:00,2604.91,11.36,2762.19
06 01 2025 12:10,282.19,6.32,173.72
06 01 2025 12:20,1096.46,9.66,1399.18
06 01 2025 12:30,2943.32,13.09,3450.0
06 01 2025 12:40,288.32,7.68,485.95
06 01 2025 12:50,188.3,6.74,248.1
06 01 2025 13:10,2683.56,14.64,3450.0
06 01 2025 13:20,3196.53,13.31,3450.0
06 01 2025 13:30,3190.61,20.21,3450.0
06 01 2025 13:40,81.18,6.73,245.15
06 01 2025 13:50,539.07,8.18,659.62
06 01 2025 14:10,416.96,12.44,3450.0
06 01 2025 14:20,17.72,3.13,0.01
06 01 2025 14:40,140.91,7.63,471.19
06 01 2025 14:50,763.06,8.97,1008.7
06 01 2025 15:00,656.39,7.96,576.98
06 01 2025 15:10,304.55,7.09,324.53
06 01 2025 15:20,2560.37,11.22,2628.56
06 01 2025 15:30,11.71,3.74,1.9
06 01 2025 15:40,-5.0,4.94,34.34
06 01 2025 15:50,2377.44,10.96,2384.29
06 01 2025 16:10,-5.0,5.36,61.93
06 01 2025 16:20,2328.06,11.25,2658.07
06 01 2025 16:50,-5.0,0.9,0.0
06 01 2025 17:10,156.62,6.4,185.2
06 01 2025 17:20,1.52,4.43,13.87
06 01 2025 17:40,-5.0,4.91,32.92
06 01 2025 18:00,3579.12,13.23,3450.0
06 01 2025 18:20,105.54,5.52,75.4
06 01 2025 18:30,-5.0,2.77,0.0
06 01 2025 18:40,2006.43,10.84,2276.98
06 01 2025 18:50,2603.16,11.96,3407.94
06 01 2025 19:00,62.6,6.28,167.65
06 01 2025 19:10,118.49,4.81,28.09
06 01 2025 19:20,59.29,1.9,0.0
06 01 2025 19:30,1954.99,10.64,2107.99
06 01 2025 20:10,314.88,9.19,1123.58
06 01 2025 20:30,511.45,7.78,517.47
06 01 2025 20:40,116.62,7.57,453.01
06 01 2025 20:50,2132.82,10.91,2340.75
06 01 2025 21:00,49.1,3.84,2.83
06 01 2025 21:10,120.31,6.8,258.9
06 01 2025 21:20,1020.18,9.6,1362.39
06 01 2025 21:30,199.89,5.8,103.49
06 01 2025 21:40,2295.59,11.1,2512.48
06 01 2025 22:00,242.84,6.75,248.9
06 01 2025 22:10,332.55,7.27,369.62
06 01 2025 23:00,640.14,8.21,667.6
06 01 2025 23:10,2739.77,11.48,2882.88
06 01 2025 23:20,32.76,2.32,0.0
06 01 2025 23:30,2540.38,11.31,2712.34
06 01 2025 23:40,-5.0,0.9,0.0
06 01 2025 23:50,1509.92,9.81,1497.53
07 01 2025 00:10,15.66,2.4,0.0
07 01 2025 00:20,3145.65,12.48,3450.0
07 01 2025 00:30,1537.78,10.43,1943.41
07 01 2025 00:40,147.23,5.7,93.4
07 01 2025 00:50,1906.45,10.86,2294.63
07 01 2025 01:00,41.8,5.76,99.35
07 01 2025 01:10,2723.38,12.31,3450.0
07 01 2025 01:30,2948.43,13.1,3450.0
07 01 2025 01:40,133.09,5.58,81.18
07 01 2025 01:50,125.12,5.18,49.21
07 01 2025 02:00,356.44,7.57,452.74
07 01 2025 02:10,10.4,2.81,0.0
07 01 2025 02:20,568.41,13.61,3450.0
07 01 2025 02:50,1289.61,9.88,1542.96
07 01 2025 03:00,1713.14,10.2,1766.56
07 01 2025 03:10,1239.82,9.5,1300.56
07 01 2025 03:20,52.11,0.46,0.0
07 01 2025 03:30,1650.29,10.28,1829.22
07 01 2025 03:40,739.89,8.51,793.28
07 01 2025 04:00,2921.77,13.5,3450.0
07 01 2025 04:10,821.93,8.52,796.86
07 01 2025 04:20,-5.0,4.69,23.03
07 01 2025 04:30,1824.52,10.28,1829.07
07 01 2025 04:40,481.04,7.57,450.44
07 01 2025 04:50,403.1,7.43,412.01
07 01 2025 05:00,78.32,4.6,19.34
07 01 2025 05:10,2682.73,13.06,3450.0
07 01 2025 05:20,173.0,5.95,121.17
07 01 2025 05:30,9.83,2.32,0.0
07 01 2025 05:40,-5.0,4.15,7.12
07 01 2025 06:00,-5.0,3.51,0.62
07 01 2025 06:10,-5.0,1.99,0.0
07 01 2025 06:20,22.61,2.91,0.0
07 01 2025 06:30,12.21,5.07,42.01
07 01 2025 06:40,-5.0,3.69,1.55
07 01 2025 06:50,279.93,6.16,149.3
07 01 2025 07:00,3283.21,13.71,3450.0
07 01 2025 07:10,1479.01,10.05,1660.75
07 01 2025 07:20,1280.13,9.6,1358.98
07 01 2025 07:30,3.3,2.7,0.0
07 01 2025 07:40,181.15,6.58,216.83
07 01 2025 08:10,611.62,8.41,750.62
07 01 2025 08:20,399.63,7.37,395.57
07 01 2025 08:30,494.03,8.06,614.15
07 01 2025 08:40,353.07,7.54,441.58
07 01 2025 08:50,1052.42,9.05,1045.64
07 01 2025 09:00,711.31,13.89,3450.0
07 01 2025 09:20,-5.0,5.02,39.03
07 01 2025 09:30,23.21,4.86,30.25
07 01 2025 09:40,29.96,4.1,6.23
07 01 2025 09:50,26.05,4.64,20.89
07 01 2025 10:00,-5.0,5.69,92.1
07 01 2025 10:10,784.72,8.71,879.09
07 01 2025 10:20,130.51,6.75,250.52
07 01 2025 10:30,2991.26,12.02,3450.0
07 01 2025 10:40,-5.0,4.88,31.49
07 01 2025 10:50,1219.47,9.59,1355.5
07 01 2025 11:00,550.16,7.77,513.48
07 01 2025 11:20,17.15,3.49,0.57
07 01 2025 11:30,1124.77,9.14,1094.01
07 01 2025 11:40,382.26,7.46,419.47
07 01 2025 11:50,940.51,9.73,1443.99
07 01 2025 12:00,1996.44,10.89,2325.0
07 01 2025 12:10,31.99,4.53,17.11
07 01 2025 12:20,1050.39,9.3,1184.61
07 01 2025 12:30,253.63,6.46,195.99
07 01 2025 12:50,-5.0,1.49,0.0
07 01 2025 13:00,50.94,1.96,0.0
07 01 2025 13:10,1742.74,10.23,1787.98
07 01 2025 13:20,1311.56,10.07,1674.27
07 01 2025 13:40,-5.0,2.57,0.0
07 01 2025 13:50,380.72,7.29,372.58
07 01 2025 14:00,292.03,7.04,312.77
07 01 2025 14:10,2684.55,12.83,3450.0
07 01 2025 14:20,916.01,8.91,979.02
07 01 2025 14:30,3068.68,12.22,3450.0
07 01 2025 14:40,1684.15,10.53,2024.37
07 01 2025 14:50,58.78,5.61,83.78
07 01 2025 15:00,17.11,4.71,23.81
07 01 2025 15:10,38.59,3.09,0.0
07 01 2025 15:20,439.43,7.44,415.16
07 01 2025 15:30,-5.0,2.23,0.0
07 01 2025 15:40,3507.15,13.88,3450.0
07 01 2025 15:50,1249.38,9.94,1583.19
07 01 2025 16:20,491.0,7.68,486.62
07 01 2025 16:30,96.0,4.41,13.19
07 01 2025 16:40,3352.21,11.95,3394.66
07 01 2025 16:50,2274.74,10.91,2341.84
07 01 2025 17:00,2.07,1.78,0.0
07 01 2025 17:10,1559.12,9.69,1416.3
07 01 2025 17:20,60.53,5.19,49.89
07 01 2025 17:30,3160.12,12.36,3450.0
07 01 2025 17:40,-5.0,2.36,0.0
07 01 2025 18:10,-5.0,4.54,17.26
07 01 2025 18:20,3080.75,15.06,3450.0
07 01 2025 18:30,71.63,5.72,95.56
07 01 2025 18:40,2.76,5.15,47.04
07 01 2025 18:50,39.67,0.96,0.0
07 01 2025 19:10,790.35,8.46,772.16
07 01 2025 19:20,-5.0,2.64,0.0
07 01 2025 19:30,561.58,8.32,711.24
07 01 2025 19:40,52.51,5.72,95.19
07 01 2025 19:50,292.37,6.36,178.78
07 01 2025 20:00,19.77,5.86,110.72
07 01 2025 20:10,183.99,6.41,188.03
07 01 2025 20:20,1233.85,9.53,1318.75
07 01 2025 20:50,211.5,7.15,337.61
07 01 2025 21:00,2966.31,13.47,3450.0
07 01 2025 21:10,3337.46,12.44,3450.0
07 01 2025 21:20,2910.03,12.59,3450.0
07 01 2025 21:30,3197.29,14.98,3450.0
07 01 2025 21:40,-5.0,2.45,0.0
07 01 2025 21:50,1913.5,11.13,2546.33
07 01 2025 22:00,-5.0,3.31,0.14
07 01 2025 22:10,131.91,5.03,39.86
07 01 2025 22:40,57.99,3.5,0.59
07 01 2025 22:50,38.45,5.22,51.53
07 01 2025 23:00,-5.0,3.61,1.06
07 01 2025 23:10,1574.43,10.16,1739.51
07 01 2025 23:20,3084.94,11.65,3062.31
07 01 2025 23:30,2660.48,12.09,3450.0
07 01 2025 23:40,446.4,7.85,539.04
08 01 2025 00:00,727.76,9.04,1043.93
08 01 2025 00:10,918.43,8.9,971.79
08 01 2025 00:30,805.11,8.38,738.88
08 01 2025 00:40,25.54,4.0,4.73
08 01 2025 00:50,1031.79,9.39,1233.77
08 01 2025 01:00,-5.0,1.3,0.0
08 01 2025 01:10,2390.37,12.61,3450.0
08 01 2025 01:20,28.77,1.9,0.0
08 01 2025 01:30,2843.64,11.6,3008.84
08 01 2025 01:40,2692.21,11.62,3033.15
08 01 2025 01:50,2862.03,12.07,3450.0
08 01 2025 02:10,2854.86,11.83,3258.22
08 01 2025 02:30,331.36,7.45,417.07
08 01 2025 02:40,-2.28,1.67,0.0
08 01 2025 02:50,2634.64,14.66,3450.0
08 01 2025 03:00,77.28,2.45,0.0
08 01 2025 03:10,492.17,7.79,519.9
08 01 2025 03:40,1651.76,10.33,1866.46
08 01 2025 03:50,182.69,6.57,214.96
08 01 2025 04:00,-5.0,5.32,59.44
08 01 2025 04:10,-1.37,4.48,15.24
08 01 2025 04:20,266.54,6.44,192.72
08 01 2025 04:30,10.56,3.86,2.97
08 01 2025 04:40,2988.6,14.62,3450.0
08 01 2025 04:50,49.7,0.87,0.0
08 01 2025 05:00,13.3,3.7,1.61
08 01 2025 05:10,234.88,7.52,438.06
08 01 2025 05:20,370.59,7.68,486.45
08 01 2025 05:30,1955.46,10.68,2146.46
08 01 2025 05:40,2887.05,12.1,3450.0
08 01 2025 06:00,0.55,5.09,43.26
08 01 2025 06:10,1057.14,9.38,1227.31
08 01 2025 06:20,259.92,7.4,404.47
08 01 2025 06:30,347.26,7.74,504.01
08 01 2025 06:40,88.11,5.28,55.99
08 01 2025 06:50,655.05,8.42,754.18
08 01 2025 07:00,87.78,5.0,37.95
08 01 2025 07:10,9.71,3.66,1.35
08 01 2025 07:30,269.46,4.99,37.17
08 01 2025 07:40,14.77,4.78,26.56
08 01 2025 07:50,215.96,12.79,3450.0
08 01 2025 08:10,25.26,4.25,9.22
08 01 2025 08:20,-5.0,1.57,0.0
08 01 2025 08:30,23.47,3.75,2.02
08 01 2025 08:40,63.26,5.67,90.12
08 01 2025 08:50,1333.92,10.18,1750.44
08 01 2025 09:00,118.74,5.01,38.2
08 01 2025 09:10,-5.0,4.98,36.94
08 01 2025 09:20,46.23,1.87,0.0
08 01 2025 09:30,284.11,6.8,258.84
08 01 2025 09:40,332.48,6.86,271.71
08 01 2025 09:50,-5.0,5.2,50.14
08 01 2025 10:00,54.39,4.86,30.52
08 01 2025 10:10,1690.82,11.02,2442.72
08 01 2025 10:20,235.44,7.12,331.01
08 01 2025 10:30,77.38,5.52,76.0
08 01 2025 10:40,-5.0,1.66,0.0
08 01 2025 10:50,0.85,3.22,0.05
08 01 2025 11:00,1409.34,9.76,1460.92
08 01 2025 11:20,370.94,7.44,414.07
08 01 2025 11:30,1378.49,9.96,1598.08
08 01 2025 11:40,213.89,8.18,659.59
08 01 2025 11:50,18.87,4.07,5.73
08 01 2025 12:00,3065.47,17.46,3450.0
08 01 2025 12:20,-5.0,4.27,9.58
08 01 2025 12:30,1343.93,9.56,1335.17
08 01 2025 12:40,22.79,4.77,26.3
08 01 2025 12:50,1274.79,9.51,1306.74
08 01 2025 13:00,937.66,9.45,1267.3
08 01 2025 13:10,614.58,8.82,935.25
08 01 2025 13:20,3476.3,17.81,3450.0
08 01 2025 13:30,-5.0,5.19,49.84
08 01 2025 13:40,26.62,1.54,0.0
08 01 2025 13:50,-2.57,5.1,43.79
08 01 2025 14:00,198.03,6.02,130.63
08 01 2025 14:10,25.95,5.62,85.2
08 01 2025 14:20,2317.7,12.5,3450.0
08 01 2025 14:30,2911.58,13.5,3450.0
08 01 2025 14:40,395.21,7.59,457.25
08 01 2025 14:50,3082.82,11.99,3442.78
08 01 2025 15:00,320.74,7.61,462.67
08 01 2025 15:10,1788.29,10.94,2369.72
08 01 2025 15:20,9.59,3.04,0.0
08 01 2025 15:30,1909.18,11.05,2465.18
08 01 2025 15:40,194.72,7.28,370.07
08 01 2025 15:50,2913.01,17.62,3450.0
08 01 2025 16:00,41.87,4.06,5.67
08 01 2025 16:10,1905.58,10.69,2155.46
08 01 2025 16:40,844.48,8.98,1009.6
08 01 2025 16:50,525.73,7.67,480.55
08 01 2025 17:00,142.91,4.52,16.64
08 01 2025 17:20,1736.99,10.28,1826.69
08 01 2025 17:30,77.53,3.8,2.39
08 01 2025 17:50,119.33,2.86,0.0
08 01 2025 18:00,32.23,4.78,26.9
08 01 2025 18:10,-5.0,4.15,7.27
08 01 2025 18:20,-5.0,4.57,18.4
08 01 2025 18:30,891.69,9.37,1221.32
08 01 2025 18:40,-5.0,4.0,4.67
08 01 2025 18:50,3399.22,13.02,3450.0
08 01 2025 19:00,1508.79,9.98,1608.67
08 01 2025 19:10,9.13,4.69,23.04
08 01 2025 19:20,40.28,5.93,119.62
08 01 2025 19:30,715.33,8.71,878.94
08 01 2025 19:50,74.79,3.92,3.71
08 01 2025 20:00,2873.96,16.53,3450.0
08 01 2025 20:10,140.28,4.64,20.98
08 01 2025 20:20,-5.0,2.68,0.0
08 01 2025 20:30,2680.31,15.1,3450.0
08 01 2025 20:40,625.21,8.08,620.85
08 01 2025 20:50,56.89,2.12,0.0
08 01 2025 21:00,1457.94,9.99,1616.07
08 01 2025 21:30,166.6,2.45,0.0
08 01 2025 21:40,57.04,3.53,0.7
08 01 2025 21:50,16.03,4.16,7.32
08 01 2025 22:00,173.96,6.03,131.32
08 01 2025 22:10,-5.0,2.39,0.0
08 01 2025 22:30,249.88,6.81,261.65
08 01 2025 22:50,781.0,8.4,744.13
08 01 2025 23:00,71.91,5.83,107.78
08 01 2025 23:10,48.79,0.48,0.0
08 01 2025 23:30,1549.38,10.28,1829.69
08 01 2025 23:50,18.3,5.86,110.44
09 01 2025 00:00,2701.68,12.39,3450.0
09 01 2025 00:10,205.85,5.79,103.28
09 01 2025 00:20,11.6,2.02,0.0
09 01 2025 00:30,162.6,6.62,223.61
09 01 2025 00:40,2898.69,12.71,3450.0
09 01 2025 00:50,2782.77,11.85,3282.58
09 01 2025 01:00,1920.67,10.55,2039.18
09 01 2025 01:10,16.2,6.67,234.74
09 01 2025 01:20,37.38,4.01,4.9
09 01 2025 01:30,80.43,4.43,13.97
09 01 2025 01:40,-5.0,0.23,0.0
09 01 2025 01:50,-5.0,5.5,73.66
09 01 2025 02:10,16.77,1.81,0.0
09 01 2025 02:30,572.69,8.85,947.24
09 01 2025 02:40,243.21,7.38,396.37
09 01 2025 02:50,72.53,4.87,31.0
09 01 2025 03:00,1522.42,10.49,1988.3
09 01 2025 03:10,10.57,2.63,0.0
09 01 2025 03:20,1113.95,9.38,1231.49
09 01 2025 03:40,1163.33,9.35,1209.76
09 01 2025 03:50,49.51,6.37,180.79
09 01 2025 04:00,3019.03,12.16,3450.0
09 01 2025 04:10,757.55,9.02,1034.53
09 01 2025 04:20,69.37,9.32,1196.84
09 01 2025 04:30,2812.07,14.91,3450.0
09 01 2025 04:40,2900.41,11.74,3161.61
09 01 2025 05:00,319.67,7.32,382.77
09 01 2025 05:10,6.38,1.6,0.0
09 01 2025 05:40,40.72,0.17,0.0
09 01 2025 05:50,2249.75,11.58,2989.83
09 01 2025 06:00,737.23,8.7,878.06
09 01 2025 06:10,3400.93,15.08,3450.0
09 01 2025 06:20,489.7,7.99,588.21
09 01 2025 06:40,1211.24,9.64,1387.02
09 01 2025 06:50,3256.33,15.32,3450.0
09 01 2025 07:00,927.68,9.15,1102.05
09 01 2025 07:10,399.57,7.48,424.86
09 01 2025 07:20,30.02,6.63,227.22
09 01 2025 07:30,2756.0,11.8,3223.47
09 01 2025 07:50,273.35,5.9,115.56
09 01 2025 08:10,818.59,8.95,994.9
09 01 2025 08:20,114.62,6.69,237.61
09 01 2025 08:30,2683.57,15.1,3450.0
09 01 2025 08:40,170.28,6.08,137.77
09 01 2025 09:00,1317.71,9.82,1499.99
09 01 2025 09:10,2704.54,13.28,3450.0
09 01 2025 09:40,83.7,9.1,1076.44
09 01 2025 09:50,66.9,3.96,4.24
09 01 2025 10:00,26.43,4.26,9.46
09 01 2025 10:10,-0.19,3.46,0.47
09 01 2025 10:30,752.01,8.5,785.91
09 01 2025 10:40,349.32,7.52,438.35
09 01 2025 10:50,105.93,7.61,464.16
09 01 2025 11:00,1151.8,9.39,1232.26
09 01 2025 11:10,-5.0,3.29,0.12
09 01 2025 11:20,1498.33,10.07,1673.93
09 01 2025 11:30,7.23,1.07,0.0
09 01 2025 11:40,182.33,0.61,0.0
09 01 2025 11:50,-5.0,4.56,17.89
09 01 2025 12:00,63.61,3.18,0.03
09 01 2025 12:10,-5.0,5.15,47.07
09 01 2025 12:20,2508.59,12.16,3450.0
09 01 2025 12:40,2644.69,14.86,3450.0
09 01 2025 12:50,60.69,3.83,2.75
09 01 2025 13:00,384.52,7.49,427.21
09 01 2025 13:10,1249.14,9.62,1375.19
09 01 2025 13:20,-5.0,3.36,0.23
09 01 2025 13:30,36.36,5.23,52.51
09 01 2025 13:40,463.11,7.67,481.67
09 01 2025 13:50,-5.0,1.43,0.0
09 01 2025 14:00,350.38,6.83,265.67
09 01 2025 14:10,9.68,3.53,0.72
09 01 2025 14:20,167.13,6.24,160.37
09 01 2025 14:30,-5.0,0.93,0.0
09 01 2025 14:40,21.39,5.79,102.93
09 01 2025 14:50,-2.39,2.51,0.0
09 01 2025 15:00,1372.64,9.72,1433.14
09 01 2025 15:10,14.23,5.18,48.74
09 01 2025 15:30,-5.0,4.0,4.69
09 01 2025 15:40,224.73,6.89,277.97
09 01 2025 15:50,1618.52,10.42,1932.64
09 01 2025 16:00,67.15,1.7,0.0
09 01 2025 16:10,51.85,5.49,73.39
09 01 2025 16:20,488.34,7.91,558.81
09 01 2025 16:30,-5.0,5.39,64.53
09 01 2025 16:40,2523.65,11.85,3282.88
09 01 2025 17:00,865.82,8.78,911.92
09 01 2025 17:10,3503.29,16.63,3450.0
09 01 2025 17:20,199.21,6.1,141.05
09 01 2025 17:40,3340.25,12.7,3450.0
09 01 2025 17:50,-5.0,4.51,16.35
09 01 2025 18:00,1797.78,10.9,2333.02
09 01 2025 18:10,-5.0,4.12,6.59
09 01 2025 18:20,2945.89,12.1,3450.0
09 01 2025 18:30,170.27,6.42,189.52
09 01 2025 18:50,195.19,6.23,160.12
09 01 2025 19:00,3.39,5.85,109.71
09 01 2025 19:10,895.46,8.74,894.05
09 01 2025 19:20,168.61,6.89,279.2
09 01 2025 19:40,2797.82,14.86,3450.0
09 01 2025 20:10,250.26,7.26,367.06
09 01 2025 20:20,2865.67,15.59,3450.0
09 01 2025 20:30,237.29,6.34,175.66
09 01 2025 20:50,57.91,4.22,8.49
09 01 2025 21:10,873.42,8.9,971.23
09 01 2025 21:20,193.46,6.12,143.8
09 01 2025 21:30,201.23,7.28,370.04
09 01 2025 21:40,300.64,6.98,299.24
09 01 2025 21:50,2993.02,12.38,3450.0
09 01 2025 22:00,399.17,7.95,572.32
09 01 2025 22:10,-5.0,4.48,15.29
09 01 2025 22:20,277.49,7.22,354.74
09 01 2025 22:40,35.34,7.76,511.94
09 01 2025 23:00,452.52,7.61,462.97
09 01 2025 23:10,1230.94,10.1,1691.29
09 01 2025 23:20,-5.0,1.15,0.0
09 01 2025 23:30,-5.0,1.58,0.0
09 01 2025 23:40,846.06,8.88,963.86
09 01 2025 23:50,149.31,1.52,0.0
10 01 2025 00:00,3325.82,15.33,3450.0
10 01 2025 00:10,2200.1,10.79,2239.04
10 01 2025 00:20,2555.45,11.39,2792.95
10 01 2025 00:30,64.16,2.24,0.0
10 01 2025 00:40,1038.42,9.5,1297.19
10 01 2025 00:50,143.47,6.28,166.26
10 01 2025 01:00,312.5,7.3,375.01
10 01 2025 01:10,192.76,10.92,2347.91
10 01 2025 01:20,646.27,8.46,768.27
10 01 2025 01:30,-3.12,2.16,0.0
10 01 2025 01:40,3057.37,14.73,3450.0
10 01 2025 01:50,2799.17,14.04,3450.0
10 01 2025 02:00,-5.0,1.56,0.0
10 01 2025 02:10,1116.5,9.18,1117.06
10 01 2025 02:20,906.82,9.1,1073.11
10 01 2025 02:40,-5.0,3.32,0.15
10 01 2025 03:10,763.7,9.01,1029.28
10 01 2025 03:20,-5.0,4.52,16.68
10 01 2025 03:30,44.93,7.21,353.73
10 01 2025 03:40,-4.85,1.2,0.0
10 01 2025 04:00,985.13,8.69,873.5
10 01 2025 04:10,2215.42,11.17,2576.58
10 01 2025 04:20,96.25,6.54,209.54
10 01 2025 04:30,61.78,4.01,4.85
10 01 2025 04:40,8.71,2.79,0.0
10 01 2025 04:50,60.48,2.78,0.0
10 01 2025 05:00,70.83,6.96,293.06
10 01 2025 05:10,3096.37,13.68,3450.0
10 01 2025 05:20,2374.04,11.87,3297.14
10 01 2025 05:30,123.05,10.94,2369.3
10 01 2025 05:40,1686.59,10.09,1685.77
10 01 2025 05:50,-5.0,4.83,28.88
10 01 2025 06:00,122.12,3.52,0.65
10 01 2025 06:10,-5.0,0.99,0.0
10 01 2025 06:20,840.05,8.96,1003.4
10 01 2025 06:30,625.48,11.99,3436.88
10 01 2025 06:40,3200.46,13.39,3450.0
10 01 2025 06:50,3079.47,12.95,3450.0
10 01 2025 07:00,656.23,8.92,983.24
10 01 2025 07:10,243.63,7.05,315.23
10 01 2025 07:20,88.34,3.25,0.08
10 01 2025 07:30,2024.1,11.0,2421.79
10 01 2025 07:40,1896.99,10.69,2150.12
10 01 2025 07:50,396.32,13.7,3450.0
10 01 2025 08:00,2683.18,11.59,2999.72
10 01 2025 08:10,1082.44,9.69,1417.64
10 01 2025 08:30,182.7,4.76,25.83
10 01 2025 08:40,94.31,4.49,15.53
10 01 2025 08:50,297.13,6.98,298.15
10 01 2025 09:00,2924.6,13.94,3450.0
10 01 2025 09:10,17.71,1.85,0.0
10 01 2025 09:20,140.24,5.71,93.95
10 01 2025 09:30,1562.36,10.32,1855.31
10 01 2025 09:40,2612.82,11.57,2979.45
10 01 2025 09:50,-5.0,5.84,108.09
10 01 2025 10:10,1795.05,10.34,1869.03
10 01 2025 10:20,12.24,5.07,42.02
10 01 2025 10:30,20.29,5.33,59.87
10 01 2025 10:40,628.11,8.31,707.23
10 01 2025 10:50,1066.4,9.47,1284.17
10 01 2025 11:00,3529.52,12.78,3450.0
10 01 2025 11:10,3156.9,15.42,3450.0
10 01 2025 11:30,-5.0,4.71,23.74
10 01 2025 11:40,58.28,5.55,78.79
10 01 2025 11:50,-5.0,4.91,33.05
10 01 2025 12:00,109.83,4.64,21.02
10 01 2025 12:10,3094.3,13.85,3450.0
10 01 2025 12:30,0.25,4.28,9.97
10 01 2025 12:40,197.38,5.79,103.15
